# filename, date, obj, bjd, rv, e_rv, exptime, progid, airm, drift, bis, fwhm, s_hk, e_s_hk, snr
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2016-10-20T23:52:47.101_bis_G2_A.fits,2016-10-21T00:07:49.052,HIP96160,2457682.4988605,-15528.229863701,0.603916550887871,899.9983,188.C-0265(R),1.16,0.015,-0.0128230682801433,7.09027166364379,0.18602077603379996,0.0007284112274513574,121.1
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2011-10-16T00:14:56.676_bis_G2_A.fits,2011-10-16T00:29:59.737,HIP-96160,2455850.51524666,-15545.1391626184,0.66300189913271,900.0056,188.C-0265(A),1.16,-0.166,-0.0159967921021078,7.07876600652667,0.1909498461562642,0.0008363760999464951,117.1
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2013-03-27T09:39:38.716_bis_G2_A.fits,2013-03-27T09:54:41.223,HIP-96160,2456378.90697654,-15556.1803286921,0.610014923077224,900.0009,188.C-0265(E),1.225,-6.375,-0.0187584107650629,7.07303299995303,0.18918018295216374,0.0007892737209482675,131.6
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2014-09-07T01:53:42.821_bis_G2_A.fits,2014-09-07T02:08:46.032,HIP-96160,2456907.58685453,-15541.7370542505,0.912551070793943,900.0018,188.C-0265(L),1.115,-0.056,-0.021789057963769,7.07642881989014,0.1939759915288157,0.001161426792882121,83.8
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2011-10-17T00:19:22.016_bis_G2_A.fits,2011-10-17T00:34:25.079,HIP-96160,2455851.51803345,-15547.119787993899,0.537979955793443,900.0001,188.C-0265(A),1.17,-0.092,-0.0147658057923632,7.06788891103697,0.19008811492958952,0.0006960160546873216,147.1
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2014-07-17T05:09:30.891_bis_G2_A.fits,2014-07-17T05:24:33.136,HIP-96160,2456855.72505176,-15540.1845090724,0.757253066540614,900.0005,188.C-0265(K),1.111,0.044,-0.0203073522792554,7.08260512382436,0.19158008568780552,0.0009300936398215935,99.4
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2013-07-16T04:25:20.256_bis_G2_A.fits,2013-07-16T04:40:23.032,HIP-96160,2456489.69407854,-15540.3774707989,0.710355491129533,900.0003,188.C-0265(G),1.107,0.2,-0.0105178674447384,7.08959300680472,0.1933639927430038,0.000909261938679749,110.6
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2016-07-19T06:28:21.620_bis_G2_A.fits,2016-07-19T06:43:23.295,HIP-96160,2457588.77954544,-15525.0616915134,0.709591053574207,899.9983,188.C-0265(O),1.196,-0.074,-0.0119140159452105,7.0818732735705,0.17973455878184433,0.0008998808088473826,107.8
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2012-04-26T08:54:29.758_bis_G2_A.fits,2012-04-26T09:09:35.649,HIP-96160,2456043.87790187,-15545.4321748743,0.817125587184103,899.9939,188.C-0265(C),1.129,-0.985,-0.0186733447773442,7.0743264050379,0.18541783083729946,0.0009941732383060551,92.7
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2019-08-20T04:56:01.319_bis_G2_A.fits,2019-08-20T05:11:03.083,HIP96160,2458715.71436425,-15519.5142342189,0.719547325945986,899.9982,188.C-0265(R),1.252,0.024,-0.00901160744667706,7.10302945126864,0.2021290567617318,0.0008640665852537589,95.6
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2015-07-23T04:57:02.990_bis_G2_A.fits,2015-07-23T05:12:04.733,HIP-96160,2457226.71639623,-15516.953897180001,0.586221392458979,899.9983,188.C-0265(O),1.116,0.225,-0.00405070374702632,7.0995266772197,0.19340361430849873,0.0007283919529085918,125.9
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2013-09-23T01:34:08.037_bis_G2_A.fits,2013-09-23T01:49:10.945,HIP-96160,2456558.57181485,-15545.466348560502,0.654208063353841,900.0014,188.C-0265(H),1.149,0.111,-0.0199872258026144,7.07287263338016,0.19097035723641242,0.000821571827918205,118.1
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2016-10-04T01:02:09.562_bis_G2_A.fits,2016-10-04T01:17:11.366,HIP96160,2457665.54907318,-15529.8255505003,0.587590793363156,899.9983,188.C-0265(R),1.163,1.746,-0.0063079234416783,7.0959376772547,0.18396445408993822,0.0008353677012358277,135.3
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2015-09-18T01:00:37.292_bis_G2_A.fits,2015-09-18T01:15:39.650,HIP-96160,2457283.54886583,-15533.0427601733,0.955683316168047,899.9983,188.C-0265(P),1.11,-0.034,-0.00389032491451502,7.08848382210192,0.1875412478776746,0.0011411543054140106,75.2
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2012-05-01T10:26:48.127_bis_G2_A.fits,2012-05-01T10:41:52.714,HIP-96160,2456048.94229714,-15540.7485596871,0.680475862740177,899.9998,188.C-0265(C),1.119,-0.115,-0.0153491287492873,7.07460108086914,0.19440231774570538,0.0008722340028174747,116.4
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2014-07-13T05:08:56.760_bis_G2_A.fits,2014-07-13T05:23:59.221,HIP-96160,2456851.72480187,-15546.837993498899,0.760364434460509,900.0013,188.C-0265(K),1.107,0.255,-0.0164086823092866,7.07589242935517,0.1869418352598563,0.0009507278002974176,102.1
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2012-04-25T06:51:27.170_bis_G2_A.fits,2012-04-25T07:06:31.689,HIP-96160,2456042.79268905,-15545.0190789277,0.828011959900402,899.9997,188.C-0265(C),1.353,0.728,-0.0240851743581292,7.0727655724416,0.18516959187514015,0.00100367206227673,90.8
